Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
5337,LEAVE-THERE,LEAVE-THERE,LEAVE-THERE,4442,4562,4492,4512,5,5,5,5,ASL_2008_08_13_session2_scene1-camera1.mov,Lexical Signs,LEAVE-THERE
5338,LEAVE-THERE,LEAVE-THERE,LEAVE-THERE,6009,6130,6059,6080,5,5,5,5,ASL_2011_06_14_Brady_scene47-camera1.mov,Lexical Signs,LEAVE-THERE
5339,LEAVE-THERE,LEAVE-THERE,LEAVE-THERE,186,303,236,253,5,5,5,5,ASL_2006_10_10_scene16-camera1.mov,Lexical Signs,LEAVE-THERE
5340,LEAVE-THERE,LEAVE-THERE,LEAVE-THERE,118,264,168,214,5,5,5,5,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,LEAVE-THERE
5366,LEMON,LEMON,LEMON+,845,975,895,925,L,,alt-G_bent-L,,ASL_2008_02_01_scene46-camera1.mov,Lexical Signs,LEMON
5367,LEMON,LEMON,LEMON+,1070,1212,1120,1162,L,,alt-G_bent-L,,ASL_2008_05_29b_scene19-camera1.mov,Lexical Signs,LEMON
5368,LEMON,LEMON,LEMON+,525,642,575,592,L,,L,,ASL_2008_08_13_session2_scene2-camera1.mov,Lexical Signs,LEMON
5369,LEMON,LEMON,LEMON+,1996,2128,2046,2078,L,,G,,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LEMON
5380,LESS,LESS,LESS,362,495,412,445,bent-B,B-L,bent-B,B-L,ASL_2008_02_01_scene47-camera1.mov,Lexical Signs,LESS
5381,LESS,LESS,LESS,727,870,777,820,bent-B,B-L,bent-B,B-L,ASL_2008_02_01_scene55-camera1.mov,Lexical Signs,LESS
5382,LESS,LESS,LESS,1765,1891,1815,1841,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_05_29b_scene19-camera1.mov,Lexical Signs,LESS
5383,LESS,LESS,LESS,4065,4191,4115,4141,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_06_10_scene6-camera1.mov,Lexical Signs,LESS
5384,LESS,LESS,LESS,1625,1755,1675,1705,bent-B,B-L,bent-B,B-L,ASL_2008_08_13_session2_scene2-camera1.mov,Lexical Signs,LESS
5385,LESS,LESS,LESS,3616,3755,3666,3705,bent-B,B-L,bent-B,B-L,ASL_2008_08_13_session2_scene9-camera1.mov,Lexical Signs,LESS
5386,LESS,LESS,LESS,3205,3331,3255,3281,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LESS
5387,LESS,LESS,LESS,7009,7143,7059,7093,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LESS
5388,LESS,LESS,LESS,228,371,278,321,bent-B,crvd-B,bent-B,crvd-B,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,LESS
5389,LESS-THAN,LESS-THAN,LESS-THAN,445,570,495,520,bent-B,bent-B,bent-B,bent-B,ASL_2008_01_11_scene40-camera1.mov,Lexical Signs,LESS-THAN
5390,LESS-THAN,LESS-THAN,LESS-THAN,3800,3926,3850,3876,bent-B-L,bent-B-L,B-L,bent-B-L,ASL_2008_05_12a_scene25-camera1.mov,Lexical Signs,LESS-THAN
5391,LESS-THAN,LESS-THAN,LESS-THAN,3090,3215,3140,3165,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_04_scene26-camera1.mov,Lexical Signs,LESS-THAN
5392,LESS-THAN,LESS-THAN,LESS-THAN,3330,3450,3380,3400,bent-B-L,bent-B-L,B-L,bent-B-L,ASL_2008_08_04_scene26-camera1.mov,Lexical Signs,LESS-THAN
5393,LESS-THAN,LESS-THAN,LESS-THAN,5275,5403,5325,5353,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_08_Brady_scene19-camera1.mov,Lexical Signs,LESS-THAN
207836,LICENSE,LICENSE,LICENSE,1450,1567,1500,1517,L,L,L,L,ASL_2008_05_29b_scene20-camera1.mov,Lexical Signs,LICENSE
5409,LICENSE,LICENSE,LICENSE+,1695,1830,1745,1780,L,L,L,L,ASL_2008_02_01_scene48-camera1.mov,Lexical Signs,LICENSE
5410,LICENSE,LICENSE,LICENSE+,1850,1985,1900,1935,L,L,L,L,ASL_2008_08_13_session2_scene3-camera1.mov,Lexical Signs,LICENSE
5411,LICENSE,LICENSE,LICENSE+,6012,6140,6062,6090,L,L,L,L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LICENSE
5432,LIGHT,LIGHT,LIGHT+,1390,1530,1440,1480,cocked-8,,open-8,,ASL_2008_02_01_scene49-camera1.mov,Lexical Signs,LIGHT
5433,LIGHT,LIGHT,LIGHT+,785,940,835,890,cocked-8,,5,,ASL_2008_06_10_scene1-camera1.mov,Lexical Signs,LIGHT
5434,LIGHT,LIGHT,LIGHT+,1901,2036,1951,1986,cocked-8,,open-8,,ASL_2008_08_13_session2_scene4-camera1.mov,Lexical Signs,LIGHT
5435,LIGHT-FLASH,LIGHT-FLASH,LIGHT-FLASH,1145,1290,1195,1240,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2008_02_01_scene49-camera1.mov,Lexical Signs,LIGHT-FLASH
5436,LIGHT-FLASH,LIGHT-FLASH,LIGHT-FLASH,570,711,620,661,flat-O,flat-O,flat-O,flat-O,ASL_2008_06_10_scene1-camera1.mov,Lexical Signs,LIGHT-FLASH
5437,LIGHT-FLASH,LIGHT-FLASH,LIGHT-FLASH+,1641,1800,1691,1750,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2008_08_13_session2_scene4-camera1.mov,Lexical Signs,LIGHT-FLASH
584,LIGHT-MATCH,(nd-B-L)LIGHT-MATCH,(nd-B-L)LIGHT-MATCH,3085,3220,3135,3170,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2008_02_01_scene58-camera1.mov,Lexical Signs,LIGHT-MATCH
585,LIGHT-MATCH,(nd-B-L)LIGHT-MATCH,(nd-B-L)LIGHT-MATCH,5369,5485,5419,5435,X-over-thumb,B-L,X-over-thumb,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,LIGHT-MATCH
5438,LIGHT-MATCH,LIGHT-MATCH,LIGHT-MATCH,3216,3340,3266,3290,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_06_10_scene10-camera1.mov,Lexical Signs,LIGHT-MATCH
5467,LINGUISTICS,LINGUISTICS,LINGUISTICS,2820,2965,2870,2915,L,L,S,S,ASL_2010_08_10_Liz_additional_lexicon_signs_scene20-camera1.mov,Lexical Signs,LINGUISTICS
207938,LINGUISTICS,LINGUISTICS,LINGUISTICS,777,900,827,850,L,L,baby-O,baby-O,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LINGUISTICS
5487,LIST,LIST,LIST,1080,1220,1130,1170,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_02_01_scene47-camera1.mov,Lexical Signs,LIST
5488,LIST,LIST,LIST,832,990,882,940,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_02_01_scene51-camera1.mov,Lexical Signs,LIST
207839,LIST,LIST,LIST,2210,2343,2260,2293,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_08_13_session2_scene2-camera1.mov,Lexical Signs,LIST
5490,LIST,LIST,LIST+,3662,3804,3712,3754,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene48-camera1.mov,Lexical Signs,LIST
5491,LIST,LIST,LIST+,2264,2416,2314,2366,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LIST
5492,LIST,LIST,LIST++,2295,2440,2345,2390,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_05_29b_scene19-camera1.mov,Lexical Signs,LIST
5493,LIST,LIST,LIST++,825,962,875,912,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_06_10_scene3-camera1.mov,Lexical Signs,LIST
5494,LIST,LIST,LIST++,572,715,622,665,bent-B-L,B-L,bent-B-L,B-L,ASL_2008_08_13_session2_scene6-camera1.mov,Lexical Signs,LIST
5506,LITTLE-BIT,LITTLE-BIT,LITTLE-BIT,2980,3106,3030,3056,X-over-thumb,,10,,ASL_2008_01_11_scene4-camera1.mov,Lexical Signs,LITTLE-BIT
5508,LITTLE-BIT,LITTLE-BIT,LITTLE-BIT,1990,2116,2040,2066,X-over-thumb,,10,,ASL_2008_08_04_scene3-camera1.mov,Lexical Signs,LITTLE-BIT
207645,LITTLE-BIT,LITTLE-BIT,LITTLE-BIT,7272,7389,7322,7339,X-over-thumb,,10,,ASL_2011_06_08_Brady_scene6-camera1.mov,Lexical Signs,LITTLE-BIT
5509,LITTLE-BIT,LITTLE-BIT,LITTLE-BIT++,1740,1900,1790,1850,X-over-thumb,,A,,ASL_2008_05_12a_scene3-camera1.mov,Lexical Signs,LITTLE-BIT
5521,LOCAL,LOCAL,LOCAL,2465,2621,2515,2571,5,O,5,O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene8-camera1.mov,Lexical Signs,LOCAL
5522,LOCAL,LOCAL,LOCAL,4921,5068,4971,5018,5,S,5,S,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LOCAL
5523,LOCAL,LOCAL,LOCAL,2658,2821,2708,2771,5,S,5,S,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,LOCAL
5524,LOCK,LOCK,LOCK,257,397,307,347,S,S,S,S,ASL_2008_02_01_scene52-camera1.mov,Lexical Signs,LOCK
5525,LOCK,LOCK,LOCK,1472,1595,1522,1545,S,S,S,S,ASL_2008_08_04_scene28-camera1.mov,Lexical Signs,LOCK
5526,LOCK,LOCK,LOCK,5379,5509,5429,5459,S,S,S,S,ASL_2011_06_14_Brady_scene50-camera1.mov,Lexical Signs,LOCK
5527,LOCK,LOCK_2,LOCK_2,3696,3818,3746,3768,crvd-5,crvd-5,S,S,ASL_2008_08_13_session2_scene6-camera1.mov,Lexical Signs,LOCK
5535,LONG,LONG,LONG,1355,1507,1405,1457,1,psv,1,psv,ASL_2008_02_01_scene52-camera1.mov,Lexical Signs,LONG
5536,LONG,LONG,LONG,1255,1400,1305,1350,1,psv,1,psv,ASL_2008_06_10_scene4-camera1.mov,Lexical Signs,LONG
5537,LONG,LONG,LONG,1061,1185,1111,1135,1,psv,1,psv,ASL_2008_08_13_session2_scene7-camera1.mov,Lexical Signs,LONG
5538,LONG,LONG,LONG,355,484,405,434,1,S,1,S,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs,LONG
5579,LOOK-BY-EYE,LOOK-BY-EYE,LOOK-BY-EYE,1085,1206,1135,1156,F,F,F,F,ASL_2008_05_29a_scene37-camera1.mov,Lexical Signs,LOOK-BY-EYE
5580,LOOK-BY-EYE,LOOK-BY-EYE,LOOK-BY-EYE+,1720,1850,1770,1800,F,F,F,F,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,LOOK-BY-EYE
5604,LOSE-COMPETITION,LOSE-COMPETITION,LOSE-COMPETITION,985,1130,1035,1080,V,B-L,V,B-L,ASL_2008_02_01_scene54-camera1.mov,Lexical Signs,LOSE-COMPETITION
5605,LOSE-COMPETITION,LOSE-COMPETITION,LOSE-COMPETITION,1145,1272,1195,1222,V,B-L,V,B-L,ASL_2008_08_13_session2_scene9-camera1.mov,Lexical Signs,LOSE-COMPETITION
5606,LOSE-COMPETITION,LOSE-COMPETITION,LOSE-COMPETITION,3161,3287,3211,3237,V,B-L,V,B-L,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOSE-COMPETITION
5607,LOSE-COMPETITION,LOSE-COMPETITION,LOSE-COMPETITION,1106,1219,1156,1169,V,B-L,V,B-L,ASL_2006_10_10_scene16-camera1.mov,Lexical Signs,LOSE-COMPETITION
5608,LOSE-COMPETITION,LOSE-COMPETITION,LOSE-COMPETITION,1067,1212,1117,1162,V,B-L,V,B-L,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,LOSE-COMPETITION
5612,LOTION,LOTION,LOTION++,2061,2230,2111,2180,5,B-L,5,B-L,ASL_2008_08_13_session2_scene9-camera1.mov,Lexical Signs,LOTION
5626,LOWERCASE/TINY,LOWERCASE/TINY,LOWERCASE/TINY,1222,1375,1272,1325,sml-C-3,,G,,ASL_2008_02_01_scene55-camera1.mov,Lexical Signs,LOWERCASE/TINY
5627,LOWERCASE/TINY,LOWERCASE/TINY,LOWERCASE/TINY,760,885,810,835,L,,G,,ASL_2008_08_13_session2_scene10-camera1.mov,Lexical Signs,LOWERCASE/TINY
5628,LOWERCASE/TINY,LOWERCASE/TINY,LOWERCASE/TINY,7775,7911,7825,7861,L,,G,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LOWERCASE/TINY
5629,LUCKY,LUCKY,LUCKY,1460,1595,1510,1545,25,,25,,ASL_2008_02_01_scene55-camera1.mov,Lexical Signs,LUCKY
5630,LUCKY,LUCKY,LUCKY,970,1095,1020,1045,25,,25,,ASL_2008_06_10_scene7-camera1.mov,Lexical Signs,LUCKY
5631,LUCKY,LUCKY,LUCKY,1272,1387,1322,1337,25,,25,,ASL_2008_08_13_session2_scene10-camera1.mov,Lexical Signs,LUCKY
5632,LUCKY,LUCKY,LUCKY,7989,8106,8039,8056,25,,25,,ASL_2011_06_14_Brady_scene52-camera1.mov,Lexical Signs,LUCKY
5650,MACHINE,MACHINE,MACHINE+,1755,1910,1805,1860,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_01_scene56-camera1.mov,Lexical Signs,MACHINE
5651,MACHINE,MACHINE,MACHINE+,3966,4122,4016,4072,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_15_scene10-camera1.mov,Lexical Signs,MACHINE
5652,MACHINE,MACHINE,MACHINE+,1325,1477,1375,1427,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2010_08_10_Liz_additional_lexicon_signs_scene27-camera1.mov,Lexical Signs,MACHINE
5653,MACHINE,MACHINE,MACHINE+,2221,2344,2271,2294,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,MACHINE
5654,MACHINE,MACHINE,MACHINE+,2253,2372,2303,2322,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2006_10_10_scene18-camera1.mov,Lexical Signs,MACHINE
5655,MACHINE,MACHINE,MACHINE++,2788,2965,2838,2915,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_05_29a_scene11-camera1.mov,Lexical Signs,MACHINE
5656,MACHINE,MACHINE,MACHINE++,1087,1233,1137,1183,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_06_10_scene8-camera1.mov,Lexical Signs,MACHINE
5657,MACHINE,MACHINE,MACHINE++,4502,4648,4552,4598,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_06_10_scene19-camera1.mov,Lexical Signs,MACHINE
5658,MACHINE,MACHINE,MACHINE++,2310,2461,2360,2411,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_13_session2_scene11-camera1.mov,Lexical Signs,MACHINE
5659,MACHINE,MACHINE,MACHINE++,5007,5161,5057,5111,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene15-camera1.mov,Lexical Signs,MACHINE
5660,MACHINE,MACHINE,MACHINE++,3047,3187,3097,3137,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MACHINE
5661,MACHINE,MACHINE,MACHINE++,2177,2353,2227,2303,5-C,5-C,5-C,5-C,ASL_2007_05_24_scene20-camera1.mov,Lexical Signs,MACHINE
5662,MACHINE,MACHINE,MACHINE+++,4068,4185,4118,4135,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_14_Brady_scene12-camera1.mov,Lexical Signs,MACHINE
5663,MAD,MAD,MAD,1515,1640,1565,1590,crvd-5,,crvd-5,,ASL_2008_01_18_scene50-camera1.mov,Lexical Signs,MAD
5664,MAD,MAD,MAD,2032,2155,2082,2105,crvd-5,,5-C,,ASL_2008_02_01_scene56-camera1.mov,Lexical Signs,MAD
5665,MAD,MAD,MAD,1322,1442,1372,1392,crvd-5,,5-C-tt,,ASL_2008_06_10_scene8-camera1.mov,Lexical Signs,MAD
5666,MAD,MAD,MAD,1395,1515,1445,1465,5,,5-C,,ASL_2008_08_06_scene50-camera1.mov,Lexical Signs,MAD
5667,MAD,MAD,MAD,2631,2755,2681,2705,5,,5-C-tt,,ASL_2008_08_13_session2_scene11-camera1.mov,Lexical Signs,MAD
5668,MAD,MAD,MAD,3241,3362,3291,3312,5,,5-C,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAD
5669,MAD,MAD,MAD,1517,1635,1567,1585,5,,crvd-5,,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs,MAD
5670,MAD,MAD,MAD,1007,1146,1057,1096,5-C,,5-C,,ASL_2007_05_24_scene20-camera1.mov,Lexical Signs,MAD
5671,MAD,MAD_2,MAD_2,1130,1255,1180,1205,5,,5-C,,ASL_2008_05_29a_scene31-camera1.mov,Lexical Signs,MAD
5672,MAD,MAD_2,MAD_2,3721,3843,3771,3793,5,,crvd-sprd-B,,ASL_2011_06_14_Brady_scene23-camera1.mov,Lexical Signs,MAD
5673,MAGAZINE,MAGAZINE,MAGAZINE+,2330,2470,2380,2420,10,B-L,10,B-L,ASL_2008_02_01_scene56-camera1.mov,Lexical Signs,MAGAZINE
5674,MAGAZINE,MAGAZINE,MAGAZINE+,1545,1702,1595,1652,L-X,B-L,L-X,B-L,ASL_2008_06_10_scene8-camera1.mov,Lexical Signs,MAGAZINE
5675,MAGAZINE,MAGAZINE,MAGAZINE+,2901,3035,2951,2985,L-X,B-L,L-X,B-L,ASL_2008_08_13_session2_scene11-camera1.mov,Lexical Signs,MAGAZINE
5676,MAGAZINE,MAGAZINE,MAGAZINE+,3432,3576,3482,3526,L-X,B-L,L-X,B-L,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAGAZINE
5677,MAGAZINE,MAGAZINE,MAGAZINE+,2134,2265,2184,2215,10,B-L,10,B-L,ASL_2006_09_26_scene61-camera1.mov,Lexical Signs,MAGAZINE
5697,MALE-COUSIN,MALE-COUSIN,MALE-COUSIN,1485,1600,1535,1550,C,,C,,ASL_2008_01_18_scene7-camera1.mov,Lexical Signs,MALE-COUSIN
5698,MALE-COUSIN,MALE-COUSIN,MALE-COUSIN,492,640,542,590,C,,C,,ASL_2008_05_12b_scene7-camera1.mov,Lexical Signs,MALE-COUSIN
5699,MALE-COUSIN,MALE-COUSIN,MALE-COUSIN,816,935,866,885,C,,C,,ASL_2008_08_06_scene7-camera1.mov,Lexical Signs,MALE-COUSIN
5700,MALE-COUSIN,MALE-COUSIN,MALE-COUSIN,576,704,626,654,C,,C,,ASL_2006_10_10_scene6-camera1.mov,Lexical Signs,MALE-COUSIN
5709,MAN_2,MAN_2,MAN_2,5641,5772,5691,5722,B-L,,flat-O,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs,MAN_2
40418,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,203,372,253,322,X,X,B-L,B-L,ASL_2008_01_18_scene17-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40419,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,2341,2487,2391,2437,X,X,B-L,B-L,ASL_2008_06_10_scene9-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40420,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,4443,4585,4493,4535,X,X,B-L,B-L,ASL_2008_08_06_scene16-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40421,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,1438,1570,1488,1520,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene4-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40422,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,2210,2362,2260,2312,X,X,B-L,B-L,ASL_2008_02_01_scene57-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40423,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,2335,2487,2385,2437,X,X,B-L,B-L,ASL_2008_08_13_session2_scene12-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40424,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,396,536,446,486,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene5-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
40425,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,MANAGE/CONTROL+AGENT,1379,1511,1429,1461,X,X,B-L,B-L,ASL_2011_06_14_Brady_scene54-camera1.mov,Compound Signs,MANAGE/CONTROL+AGENT
5729,MARRY,MARRY,MARRY,749,903,799,853,crvd-5,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene58-camera1.mov,Lexical Signs,MARRY
5730,MARRY,MARRY,MARRY,1240,1380,1290,1330,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_02_01_scene58-camera1.mov,Lexical Signs,MARRY
5731,MARRY,MARRY,MARRY,395,533,445,483,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_06_10_scene10-camera1.mov,Lexical Signs,MARRY
5732,MARRY,MARRY,MARRY,845,980,895,930,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_06_10_scene10-camera1.mov,Lexical Signs,MARRY
5733,MARRY,MARRY,MARRY,211,340,261,290,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_session2_scene13-camera1.mov,Lexical Signs,MARRY
5734,MARRY,MARRY,MARRY,595,730,645,680,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2008_08_13_session2_scene13-camera1.mov,Lexical Signs,MARRY
5735,MARRY,MARRY,MARRY,3442,3577,3492,3527,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MARRY
5736,MARRY,MARRY,MARRY,3683,3804,3733,3754,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MARRY
5737,MARRY,MARRY,MARRY,1975,2092,2025,2042,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2006_10_10_scene16-camera1.mov,Lexical Signs,MARRY
5738,MARRY,MARRY,MARRY,2062,2205,2112,2155,crvd-B,crvd-B,crvd-B,crvd-B,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,MARRY
5749,MATH,MATH,MATH+,165,315,215,265,bent-M,bent-M,bent-M,bent-M,ASL_2008_02_15_scene1-camera1.mov,Lexical Signs,MATH
5750,MATH,MATH,MATH+,7097,7225,7147,7175,alt-M,alt-M,alt-M,alt-M,ASL_2011_06_14_Brady_scene54-camera1.mov,Lexical Signs,MATH
5751,MATH,MATH,MATH++,2187,2350,2237,2300,bent-M,bent-M,bent-M,bent-M,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,MATH
5761,MEAT,MEAT,MEAT+,3845,3987,3895,3937,F,B-L,F,B-L,ASL_2008_02_15_scene1-camera1.mov,Lexical Signs,MEAT
5762,MEAT,MEAT,MEAT+,1853,1992,1903,1942,F,B-L,F,B-L,ASL_2008_06_10_scene11-camera1.mov,Lexical Signs,MEAT
5763,MEAT,MEAT,MEAT+,5175,5301,5225,5251,F,B-L,F,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,MEAT
5764,MEAT,MEAT,MEAT+,2639,2773,2689,2723,open-8,B-L,open-8,B-L,ASL_2006_10_10_scene17-camera1.mov,Lexical Signs,MEAT
5765,MEAT,MEAT,MEAT+,2800,2953,2850,2903,F,B-L,F,B-L,ASL_2007_05_24_scene19-camera1.mov,Lexical Signs,MEAT
5768,MEDICINE,MEDICINE,MEDICINE,1346,1517,1396,1467,25,B-L,25,B-L,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,MEDICINE
5769,MEDICINE,MEDICINE,MEDICINE,4420,4565,4470,4515,25,B-L,25,B-L,ASL_2008_02_15_scene1-camera1.mov,Lexical Signs,MEDICINE
5770,MEDICINE,MEDICINE,MEDICINE,2250,2390,2300,2340,25,B-L,25,B-L,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,MEDICINE
5771,MEDICINE,MEDICINE,MEDICINE,2336,2490,2386,2440,25,B-L,25,B-L,ASL_2008_06_10_scene11-camera1.mov,Lexical Signs,MEDICINE
5772,MEDICINE,MEDICINE,MEDICINE,1830,1970,1880,1920,25,B-L,25,B-L,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,MEDICINE
5773,MEDICINE,MEDICINE,MEDICINE,6641,6780,6691,6730,25,B-L,25,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,MEDICINE
5774,MEDICINE,MEDICINE,MEDICINE,6406,6546,6456,6496,25,B-L,25,B-L,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,MEDICINE
5775,MEDICINE,MEDICINE,MEDICINE,223,360,273,310,25,B-L,25,B-L,ASL_2006_10_10_scene18-camera1.mov,Lexical Signs,MEDICINE
5776,MEDICINE,MEDICINE,MEDICINE,230,380,280,330,25,B-L,25,B-L,ASL_2007_05_24_scene20-camera1.mov,Lexical Signs,MEDICINE
5785,MEETING,MEETING,MEETING+,985,1135,1035,1085,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2008_02_15_scene2-camera1.mov,Lexical Signs,MEETING
5786,MEETING,MEETING,MEETING+,1470,1635,1520,1585,fanned-flat-O,fanned-flat-O,flat-O,flat-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene26-camera1.mov,Lexical Signs,MEETING
5787,MEETING,MEETING,MEETING+,8236,8361,8286,8311,5,5,fanned-flat-O,fanned-flat-O,ASL_2011_06_14_Brady_scene55-camera1.mov,Lexical Signs,MEETING
5788,MEETING,MEETING,MEETING+,771,892,821,842,crvd-sprd-B,crvd-sprd-B,flat-O,flat-O,ASL_2006_10_10_scene18-camera1.mov,Lexical Signs,MEETING
5789,MEETING,MEETING,MEETING+,738,891,788,841,5,5,fanned-flat-O,fanned-flat-O,ASL_2007_05_24_scene20-camera1.mov,Lexical Signs,MEETING
5790,MEETING,MEETING,MEETING+++,700,850,750,800,5,5,fanned-flat-O,fanned-flat-O,ASL_2008_06_10_scene12-camera1.mov,Lexical Signs,MEETING
5791,MELON/PUMPKIN,MELON/PUMPKIN,MELON/PUMPKIN+,1105,1226,1155,1176,cocked-8,psv,open-8,psv,ASL_2008_02_15_scene52-camera1.mov,Lexical Signs,MELON/PUMPKIN
5792,MELON/PUMPKIN,MELON/PUMPKIN,MELON/PUMPKIN+,489,614,539,564,7,O,7,O,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,MELON/PUMPKIN
5793,MELT/SOLVE,MELT/SOLVE,MELT/SOLVE,1065,1196,1115,1146,crvd-sprd-B,crvd-sprd-B,A,A,ASL_2008_01_18_scene10-camera1.mov,Lexical Signs,MELT/SOLVE
